Product code,Title,Fabric,Option,Variant,SKU,Legacy SKU,Price (INR incl. GST),Compare at,Available on old site,HSN (to confirm),GST % (to confirm),Handle,Images
RUD-LIN-0052,Silk Linen Sarees-Tulip style Floral Motifs,Linen,Color,Lemon yellow,RUD-LIN-0052-07,,4700,5200,yes,5309,5,untitled-31aug_09-31-40,6
RUD-LIN-0052,Silk Linen Sarees-Tulip style Floral Motifs,Linen,Color,Magenta pink,RUD-LIN-0052-08,,4700,5200,yes,5309,5,untitled-31aug_09-31-40,6
RUD-LIN-0052,Silk Linen Sarees-Tulip style Floral Motifs,Linen,Color,Peach,RUD-LIN-0052-09,,4700,5200,yes,5309,5,untitled-31aug_09-31-40,6
RUD-LIN-0052,Silk Linen Sarees-Tulip style Floral Motifs,Linen,Color,Lemon green,RUD-LIN-0052-10,,4700,5200,yes,5309,5,untitled-31aug_09-31-40,6
RUD-LIN-0053,Linen with gold zari,Linen,Color,Black,RUD-LIN-0053-01,,3700,4100,yes,5309,5,linen-silks-saree,5
RUD-LIN-0053,Linen with gold zari,Linen,Color,Green,RUD-LIN-0053-02,,3700,4100,yes,5309,5,linen-silks-saree,5
RUD-LIN-0053,Linen with gold zari,Linen,Color,Yellow,RUD-LIN-0053-03,,3700,4100,yes,5309,5,linen-silks-saree,5
RUD-LIN-0053,Linen with gold zari,Linen,Color,Salmon pink,RUD-LIN-0053-04,,3700,4100,yes,5309,5,linen-silks-saree,5
RUD-LIN-0053,Linen with gold zari,Linen,Color,Beige,RUD-LIN-0053-05,,3700,4100,yes,5309,5,linen-silks-saree,5
RUD-COT-0054,Soft Bengal Cotton Handloom Saree,Cotton,Colour,Blush pink with black and white stripes,RUD-COT-0054-01,,1300,,yes,5208,5,untitled-31aug_13-19-12,2
RUD-COT-0054,Soft Bengal Cotton Handloom Saree,Cotton,Colour,Red with red and white stripes,RUD-COT-0054-02,,1300,,yes,5208,5,untitled-31aug_13-19-12,2
RUD-LIN-0055,Linen Sarees with Peacock and Floral Motif,Linen,Color,Beige,RUD-LIN-0055-01,,3700,,yes,5309,5,linen-sarees-with-peacock-and-floral-motif,3
RUD-LIN-0055,Linen Sarees with Peacock and Floral Motif,Linen,Color,Orange,RUD-LIN-0055-02,,3700,,yes,5309,5,linen-sarees-with-peacock-and-floral-motif,3
RUD-LIN-0055,Linen Sarees with Peacock and Floral Motif,Linen,Color,White,RUD-LIN-0055-03,,3700,,yes,5309,5,linen-sarees-with-peacock-and-floral-motif,3
RUD-TUS-0056,Tussar Ghicha Silk-Madhubani Style - silk mark certificate,Tussar Silk,Color,Red,RUD-TUS-0056-01,,6750,,yes,5007,5,untitled-1sept_16-20-39,5
RUD-TUS-0056,Tussar Ghicha Silk-Madhubani Style - silk mark certificate,Tussar Silk,Color,Black,RUD-TUS-0056-02,,6750,,yes,5007,5,untitled-1sept_16-20-39,5
RUD-TUS-0056,Tussar Ghicha Silk-Madhubani Style - silk mark certificate,Tussar Silk,Color,Brown,RUD-TUS-0056-03,,6750,,yes,5007,5,untitled-1sept_16-20-39,5
RUD-TUS-0056,Tussar Ghicha Silk-Madhubani Style - silk mark certificate,Tussar Silk,Color,Lavender,RUD-TUS-0056-04,,6750,,yes,5007,5,untitled-1sept_16-20-39,5
RUD-TUS-0056,Tussar Ghicha Silk-Madhubani Style - silk mark certificate,Tussar Silk,Color,Rani pink,RUD-TUS-0056-05,,6750,,yes,5007,5,untitled-1sept_16-20-39,5
